"","kd_wilayah","r101","r102","r103","r104","r105","rasio_tani","sektor_utama","jumlah_bank","jumlah_koperasi","keberadaan_toko_sarana_pertanian","keberadaan_fasilitas_kredit","cluster"
"159",5102070007,"[51] BALI","[02] TABANAN","[070] PENEBEL","[007] PENATAHAN","2. Perdesaan",0.74,"Pertanian Tanaman Pangan",3,0,"Ada","Ada",2
"160",5102070018,"[51] BALI","[02] TABANAN","[070] PENEBEL","[018] SANGKETAN","2. Perdesaan",0.86,"Pertanian Tanaman Pangan",6,0,"Ada","Ada",2
"161",5102080006,"[51] BALI","[02] TABANAN","[080] PUPUAN","[006] PUJUNGAN","2. Perdesaan",0.8,"Lainnya",1,2,"Tidak ada","Ada",2
"162",5102080008,"[51] BALI","[02] TABANAN","[080] PUPUAN","[008] MUNDUK TEMU","2. Perdesaan",0.81,"Lainnya",3,1,"Ada","Ada",2
"163",5102080002,"[51] BALI","[02] TABANAN","[080] PUPUAN","[002] KEBON PADANGAN","2. Perdesaan",0.8,"Lainnya",3,4,"Ada","Ada",2
"164",5102080007,"[51] BALI","[02] TABANAN","[080] PUPUAN","[007] PAJAHAN","2. Perdesaan",0.91,"Lainnya",1,0,"Tidak ada","Ada",2
"165",5102080009,"[51] BALI","[02] TABANAN","[080] PUPUAN","[009] PUPUAN","1. Perkotaan",0.74,"Lainnya",5,3,"Ada","Ada",2
"166",5102080010,"[51] BALI","[02] TABANAN","[080] PUPUAN","[010] BANTIRAN","2. Perdesaan",0.85,"Lainnya",1,2,"Ada","Ada",2
"167",5102080012,"[51] BALI","[02] TABANAN","[080] PUPUAN","[012] JELIJIH PUNGGANG","2. Perdesaan",0.96,"Lainnya",2,0,"Ada","Ada",2
"168",5102080011,"[51] BALI","[02] TABANAN","[080] PUPUAN","[011] PADANGAN","1. Perkotaan",0.93,"Lainnya",1,1,"Tidak ada","Ada",2
"169",5102080013,"[51] BALI","[02] TABANAN","[080] PUPUAN","[013] KARYA SARI","2. Perdesaan",1,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"170",5102080001,"[51] BALI","[02] TABANAN","[080] PUPUAN","[001] BELATUNGAN","2. Perdesaan",0.96,"Lainnya",3,1,"Ada","Ada",2
"171",5102080014,"[51] BALI","[02] TABANAN","[080] PUPUAN","[014] SAI","2. Perdesaan",0.89,"Lainnya",0,0,"Tidak ada","Ada",2
"172",5102080004,"[51] BALI","[02] TABANAN","[080] PUPUAN","[004] SANDA","2. Perdesaan",0.97,"Lainnya",1,0,"Ada","Ada",2
"173",5102080005,"[51] BALI","[02] TABANAN","[080] PUPUAN","[005] BATUNGSEL","2. Perdesaan",0.98,"Pertanian Tanaman Pangan",2,0,"Ada","Ada",2
"174",5102080003,"[51] BALI","[02] TABANAN","[080] PUPUAN","[003] BELIMBING","2. Perdesaan",0.9,"Lainnya",3,0,"Ada","Ada",2
"175",5102011004,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[004] MAMBANG","2. Perdesaan",0.51,"Pertanian Tanaman Pangan",2,2,"Ada","Ada",2
"176",5102011009,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[009] DALANG","2. Perdesaan",0.48,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"177",5102011005,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[005] BANTAS","1. Perkotaan",0.23,"Lainnya",3,7,"Tidak ada","Ada",1
"178",5102011003,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[003] TANGGUNTITI","2. Perdesaan",0.42,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"179",5102011001,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[001] TEGAL MENGKEB","2. Perdesaan",0.49,"Pertanian Tanaman Pangan",5,1,"Ada","Ada",2
"180",5102011010,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[010] GADUNG SARI","2. Perdesaan",0.47,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"181",5102011006,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[006] MEGATI","2. Perdesaan",0.33,"Pertanian Tanaman Pangan",5,3,"Ada","Ada",2
"182",5102011008,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[008] GUNUNG SALAK","2. Perdesaan",0.49,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"183",5102011002,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[002] BERABAN","2. Perdesaan",0.29,"Pertanian Tanaman Pangan",0,1,"Ada","Ada",2
"184",5102011007,"[51] BALI","[02] TABANAN","[011] SELEMADEG TIMUR","[007] GADUNGAN","2. Perdesaan",0.78,"Pertanian Tanaman Pangan",3,3,"Ada","Ada",2
"185",5103010006,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[006] JIMBARAN","1. Perkotaan",0.05,"Lainnya",10,27,"Tidak ada","Ada",1
"186",5103010003,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[003] KUTUH","1. Perkotaan",0.28,"Lainnya",1,6,"Tidak ada","Ada",1
"187",5103010001,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[001] PECATU","1. Perkotaan",0.41,"Lainnya",1,8,"Tidak ada","Ada",1
"188",5103010002,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[002] UNGASAN","1. Perkotaan",0.16,"Lainnya",2,16,"Tidak ada","Ada",1
"189",5103010004,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[004] BENOA","1. Perkotaan",0.01,"Lainnya",19,40,"Tidak ada","Ada",1
"190",5103010005,"[51] BALI","[03] BADUNG","[010] KUTA SELATAN","[005] TANJUNG BENOA","1. Perkotaan",0.15,"Lainnya",2,6,"Tidak ada","Ada",1
"191",5103050005,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[005] SEDANG","1. Perkotaan",0.27,"Pertanian Tanaman Pangan",1,5,"Ada","Ada",2
"192",5103050014,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[014] BONGKASA","1. Perkotaan",0.11,"Lainnya",2,8,"Ada","Ada",1
"193",5103050006,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[006] SIBANG KAJA","1. Perkotaan",0.2,"Lainnya",4,9,"Ada","Ada",1
"194",5103050018,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[018] BONGKASA PERTIWI","1. Perkotaan",0.15,"Lainnya",1,6,"Ada","Ada",1
"195",5103050017,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[017] SANGEH","1. Perkotaan",0.19,"Lainnya",3,10,"Tidak ada","Ada",1
"196",5103050009,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[009] ABIANSEMAL","1. Perkotaan",0.15,"Pertanian Tanaman Pangan",3,18,"Ada","Ada",1
"197",5103050016,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[016] SELAT","2. Perdesaan",0.17,"Lainnya",1,2,"Ada","Ada",1
"198",5103050004,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[004] ANGANTAKA","1. Perkotaan",0.8,"Pertanian Tanaman Pangan",2,4,"Ada","Ada",2
"199",5103050007,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[007] MEKAR BHUANA","1. Perkotaan",0.17,"Pertanian Tanaman Pangan",6,10,"Ada","Ada",1
"200",5103050002,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[002] SIBANG GEDE","1. Perkotaan",0.25,"Pertanian Tanaman Pangan",1,3,"Ada","Ada",2
"201",5103050015,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[015] TAMAN","1. Perkotaan",0.26,"Pertanian Tanaman Pangan",3,8,"Ada","Ada",2
"202",5103050012,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[012] BLAHKIUH","1. Perkotaan",0.16,"Lainnya",6,10,"Ada","Ada",1
"203",5103050008,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[008] MAMBAL","1. Perkotaan",0.13,"Lainnya",8,14,"Ada","Ada",1
"204",5103050013,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[013] PUNGGUL","1. Perkotaan",0.7,"Pertanian Tanaman Pangan",1,5,"Ada","Ada",2
"205",5103050010,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[010] DAUH YEH CANI","1. Perkotaan",0.06,"Pertanian Tanaman Pangan",0,8,"Tidak ada","Ada",1
"206",5103050001,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[001] DARMASABA","1. Perkotaan",0.15,"Lainnya",5,17,"Ada","Ada",1
"207",5103050011,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[011] AYUNAN","2. Perdesaan",0.29,"Pertanian Tanaman Pangan",2,6,"Tidak ada","Ada",2
"208",5103050003,"[51] BALI","[03] BADUNG","[050] ABIANSEMAL","[003] JAGAPATI","1. Perkotaan",0.14,"Pertanian Tanaman Pangan",1,7,"Ada","Ada",2
"209",5103030001,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[001] KEROBOKAN KELOD","1. Perkotaan",0.06,"Lainnya",16,15,"Tidak ada","Ada",1
"210",5103030005,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[005] CANGGU","1. Perkotaan",0.19,"Lainnya",2,14,"Tidak ada","Ada",1
"211",5103030004,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[004] TIBUBENENG","1. Perkotaan",0.06,"Lainnya",10,26,"Ada","Ada",1
"212",5103030002,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[002] KEROBOKAN","1. Perkotaan",0.08,"Lainnya",15,11,"Ada","Ada",1
"213",5103030006,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[006] DALUNG","1. Perkotaan",0.04,"Lainnya",17,33,"Tidak ada","Ada",1
"214",5103030003,"[51] BALI","[03] BADUNG","[030] KUTA UTARA","[003] KEROBOKAN KAJA","1. Perkotaan",0.03,"Lainnya",15,30,"Tidak ada","Ada",1
"215",5103040017,"[51] BALI","[03] BADUNG","[040] MENGWI","[017] WERDI BHUWANA","1. Perkotaan",0.12,"Lainnya",2,2,"Ada","Ada",1
"216",5103040012,"[51] BALI","[03] BADUNG","[040] MENGWI","[012] MENGWITANI","1. Perkotaan",0.13,"Lainnya",14,12,"Ada","Ada",1
"217",5103040010,"[51] BALI","[03] BADUNG","[040] MENGWI","[010] KAPAL","1. Perkotaan",0.21,"Lainnya",8,21,"Ada","Ada",1
"218",5103040009,"[51] BALI","[03] BADUNG","[040] MENGWI","[009] LUKLUK","1. Perkotaan",0.18,"Lainnya",5,21,"Tidak ada","Ada",1
"219",5103040011,"[51] BALI","[03] BADUNG","[040] MENGWI","[011] KEKERAN","1. Perkotaan",0.04,"Lainnya",1,2,"Ada","Ada",1
"220",5103040005,"[51] BALI","[03] BADUNG","[040] MENGWI","[005] BUDUK","1. Perkotaan",0.07,"Lainnya",2,6,"Ada","Ada",1
"221",5103040018,"[51] BALI","[03] BADUNG","[040] MENGWI","[018] SOBANGAN","2. Perdesaan",0.45,"Pertanian Tanaman Pangan",2,6,"Ada","Ada",2
"222",5103040019,"[51] BALI","[03] BADUNG","[040] MENGWI","[019] SEMBUNG","1. Perkotaan",0.35,"Lainnya",5,8,"Ada","Ada",1
"223",5103040008,"[51] BALI","[03] BADUNG","[040] MENGWI","[008] SADING","1. Perkotaan",0.08,"Lainnya",1,2,"Ada","Ada",1
"224",5103040014,"[51] BALI","[03] BADUNG","[040] MENGWI","[014] GULINGAN","1. Perkotaan",0.19,"Lainnya",1,11,"Ada","Ada",1
"225",5103040015,"[51] BALI","[03] BADUNG","[040] MENGWI","[015] PENARUNGAN","1. Perkotaan",0.12,"Lainnya",2,23,"Ada","Ada",1
"226",5103040016,"[51] BALI","[03] BADUNG","[040] MENGWI","[016] BAHA","2. Perdesaan",0.49,"Pertanian Tanaman Pangan",2,9,"Ada","Ada",2
"227",5103040003,"[51] BALI","[03] BADUNG","[040] MENGWI","[003] PERERENAN","1. Perkotaan",0.17,"Lainnya",1,4,"Ada","Ada",1
"228",5103040004,"[51] BALI","[03] BADUNG","[040] MENGWI","[004] TUMBAK BAYUH","1. Perkotaan",0.17,"Pertanian Tanaman Pangan",1,4,"Ada","Ada",2
"229",5103040001,"[51] BALI","[03] BADUNG","[040] MENGWI","[001] CEMAGI","1. Perkotaan",0.68,"Lainnya",5,5,"Ada","Ada",2
"230",5103040007,"[51] BALI","[03] BADUNG","[040] MENGWI","[007] SEMPIDI","1. Perkotaan",0.12,"Lainnya",13,10,"Ada","Ada",1
"231",5103040002,"[51] BALI","[03] BADUNG","[040] MENGWI","[002] MUNGGU","1. Perkotaan",0.07,"Pertanian Tanaman Pangan",5,4,"Ada","Ada",2
"232",5103040013,"[51] BALI","[03] BADUNG","[040] MENGWI","[013] MENGWI","1. Perkotaan",0.14,"Lainnya",2,11,"Ada","Ada",1
"233",5103040020,"[51] BALI","[03] BADUNG","[040] MENGWI","[020] KUWUM","2. Perdesaan",0.73,"Pertanian Tanaman Pangan",2,3,"Ada","Ada",2
"234",5103040006,"[51] BALI","[03] BADUNG","[040] MENGWI","[006] ABIANBASE","1. Perkotaan",0.11,"Lainnya",10,9,"Tidak ada","Ada",1
"235",5103020001,"[51] BALI","[03] BADUNG","[020] KUTA","[001] KEDONGANAN","1. Perkotaan",0.05,"Lainnya",2,11,"Tidak ada","Ada",1
"236",5103020004,"[51] BALI","[03] BADUNG","[020] KUTA","[004] LEGIAN","1. Perkotaan",0,"Lainnya",9,9,"Tidak ada","Ada",1
"237",5103020003,"[51] BALI","[03] BADUNG","[020] KUTA","[003] KUTA","1. Perkotaan",0.02,"Lainnya",46,25,"Tidak ada","Ada",1
"238",5103020005,"[51] BALI","[03] BADUNG","[020] KUTA","[005] SEMINYAK","1. Perkotaan",0.03,"Lainnya",5,4,"Tidak ada","Ada",1
"239",5103020002,"[51] BALI","[03] BADUNG","[020] KUTA","[002] TUBAN","1. Perkotaan",0.05,"Lainnya",16,14,"Tidak ada","Ada",1
"240",5103060005,"[51] BALI","[03] BADUNG","[060] PETANG","[005] SULANGAI","2. Perdesaan",0.89,"Lainnya",3,2,"Ada","Tidak ada",2
"241",5103060006,"[51] BALI","[03] BADUNG","[060] PETANG","[006] PELAGA","2. Perdesaan",0.84,"Lainnya",9,3,"Ada","Ada",2
"242",5103060004,"[51] BALI","[03] BADUNG","[060] PETANG","[004] PETANG","2. Perdesaan",0.82,"Pertanian Tanaman Pangan",6,2,"Ada","Ada",2
"243",5103060002,"[51] BALI","[03] BADUNG","[060] PETANG","[002] GETASAN","2. Perdesaan",0.39,"Pertanian Tanaman Pangan",1,3,"Tidak ada","Ada",2
"244",5103060007,"[51] BALI","[03] BADUNG","[060] PETANG","[007] BELOK/SIDAN","2. Perdesaan",0.97,"Lainnya",6,1,"Ada","Tidak ada",2
"245",5103060003,"[51] BALI","[03] BADUNG","[060] PETANG","[003] PANGSAN","2. Perdesaan",0.85,"Lainnya",1,2,"Ada","Ada",2
"246",5103060001,"[51] BALI","[03] BADUNG","[060] PETANG","[001] CARANGSARI","2. Perdesaan",0.24,"Pertanian Tanaman Pangan",3,10,"Ada","Ada",2
"247",5104070004,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[004] BERESELA","2. Perdesaan",0.5,"Lainnya",1,6,"Ada","Ada",2
"248",5104070006,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[006] PUHU","2. Perdesaan",0.71,"Pertanian Tanaman Pangan",6,8,"Ada","Ada",2
"249",5104070009,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[009] KERTA","2. Perdesaan",0.98,"Lainnya",8,5,"Ada","Ada",2
"250",5104070007,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[007] BUAHAN","2. Perdesaan",0.57,"Pertanian Tanaman Pangan",5,3,"Ada","Ada",2
"251",5104070008,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[008] BUAHAN KAJA","2. Perdesaan",0.82,"Pertanian Tanaman Pangan",8,2,"Ada","Ada",2
"252",5104070003,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[003] KELUSA","2. Perdesaan",0.84,"Pertanian Tanaman Pangan",3,10,"Ada","Ada",2
"253",5104070002,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[002] MELINGGIH","1. Perkotaan",0.18,"Lainnya",7,5,"Ada","Ada",1
"254",5104070005,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[005] BUKIAN","2. Perdesaan",0.98,"Pertanian Tanaman Pangan",8,15,"Ada","Ada",2
"255",5104070001,"[51] BALI","[04] GIANYAR","[070] PAYANGAN","[001] MELINGGIH KELOD","1. Perkotaan",0.29,"Lainnya",5,9,"Ada","Ada",1
"256",5104020001,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[001] SABA","1. Perkotaan",0.18,"Lainnya",4,9,"Ada","Ada",1
"257",5104020005,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[005] BONA","1. Perkotaan",0.1,"Lainnya",1,8,"Ada","Ada",1
"258",5104020007,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[007] BLAHBATUH","1. Perkotaan",0.08,"Lainnya",7,18,"Ada","Ada",1
"259",5104020006,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[006] BELEGA","1. Perkotaan",0.18,"Lainnya",2,11,"Ada","Ada",1
"260",5104020003,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[003] KERAMAS","1. Perkotaan",0.14,"Lainnya",2,13,"Ada","Ada",1
"261",5104020002,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[002] PERING","1. Perkotaan",0.29,"Pertanian Tanaman Pangan",6,7,"Ada","Ada",2
"262",5104020008,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[008] BURUAN","1. Perkotaan",0.11,"Lainnya",14,10,"Ada","Ada",1
"263",5104020009,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[009] BEDULU","1. Perkotaan",0.08,"Lainnya",6,14,"Ada","Ada",1
"264",5104020004,"[51] BALI","[04] GIANYAR","[020] BLAHBATUH","[004] MEDAHAN","1. Perkotaan",0.17,"Lainnya",1,5,"Ada","Ada",1
"265",5104060003,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[003] KENDERAN","2. Perdesaan",0.51,"Pertanian Tanaman Pangan",3,14,"Tidak ada","Ada",2
"266",5104060004,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[004] KEDISAN","2. Perdesaan",0.59,"Lainnya",5,16,"Ada","Ada",1
"267",5104060007,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[007] TARO","1. Perkotaan",0.51,"Pertanian Tanaman Pangan",12,19,"Ada","Ada",1
"268",5104060005,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[005] PUPUAN","2. Perdesaan",0.62,"Pertanian Tanaman Pangan",7,10,"Tidak ada","Ada",2
"269",5104060002,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[002] TEGALLALANG","1. Perkotaan",0.37,"Lainnya",9,18,"Ada","Ada",1
"270",5104060001,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[001] KELIKI","1. Perkotaan",0.98,"Lainnya",2,10,"Ada","Ada",2
"271",5104060006,"[51] BALI","[04] GIANYAR","[060] TEGALLALANG","[006] SEBATU","2. Perdesaan",0.98,"Lainnya",9,28,"Ada","Ada",1
"272",5104010005,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[005] SUKAWATI","1. Perkotaan",0.15,"Lainnya",13,18,"Ada","Ada",1
"273",5104010004,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[004] GUWANG","1. Perkotaan",0.22,"Lainnya",1,9,"Ada","Ada",1
"274",5104010011,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[011] BATUAN KALER","1. Perkotaan",0.32,"Lainnya",2,11,"Ada","Ada",1
"275",5104010001,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[001] BATUBULAN","1. Perkotaan",0.06,"Lainnya",20,26,"Ada","Ada",1
"276",5104010002,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[002] BATUBULAN KANGIN","1. Perkotaan",0.13,"Pertanian Tanaman Pangan",2,13,"Ada","Ada",1
"277",5104010009,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[009] SINGAPADU KALER","1. Perkotaan",0.24,"Lainnya",4,12,"Ada","Ada",1
"278",5104010012,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[012] KEMENUH","1. Perkotaan",0.22,"Lainnya",7,20,"Ada","Ada",1
"279",5104010007,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[007] SINGAPADU","1. Perkotaan",0.27,"Pertanian Tanaman Pangan",7,10,"Ada","Ada",1
"280",5104010010,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[010] BATUAN","1. Perkotaan",0.07,"Lainnya",5,24,"Ada","Ada",1
"281",5104010008,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[008] SINGAPADU TENGAH","1. Perkotaan",0.17,"Lainnya",4,10,"Ada","Ada",1
"282",5104010006,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[006] CELUK","1. Perkotaan",0.08,"Lainnya",4,11,"Ada","Ada",1
"283",5104010003,"[51] BALI","[04] GIANYAR","[010] SUKAWATI","[003] KETEWEL","1. Perkotaan",0.2,"Pertanian Tanaman Pangan",5,20,"Ada","Ada",1
"284",5104030014,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[014] PETAK","2. Perdesaan",0.54,"Pertanian Tanaman Pangan",5,2,"Ada","Ada",2
"285",5104030002,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[002] TULIKUP","1. Perkotaan",0.09,"Lainnya",2,8,"Ada","Ada",1
"286",5104030013,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[013] SUWAT","2. Perdesaan",0.3,"Pertanian Tanaman Pangan",2,5,"Ada","Ada",2
"287",5104030006,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[006] SERONGGA","1. Perkotaan",0.11,"Lainnya",1,5,"Ada","Ada",1
"288",5104030005,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[005] SAMPLANGAN","1. Perkotaan",0.12,"Lainnya",4,2,"Ada","Ada",1
"289",5104030010,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[010] BITERA","1. Perkotaan",0.12,"Pertanian Tanaman Pangan",6,12,"Ada","Ada",1
"290",5104030011,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[011] BAKBAKAN","1. Perkotaan",0.78,"Pertanian Tanaman Pangan",4,12,"Ada","Ada",2
"291",5104030009,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[009] BENG","1. Perkotaan",0.11,"Lainnya",1,4,"Tidak ada","Ada",1
"292",5104030004,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[004] SIDAN","1. Perkotaan",0.11,"Lainnya",1,8,"Tidak ada","Ada",1
"293",5104030016,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[016] SUMITA","2. Perdesaan",0.24,"Lainnya",1,7,"Tidak ada","Ada",1
"294",5104030001,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[001] LEBIH","1. Perkotaan",0.13,"Lainnya",3,12,"Ada","Ada",1
"295",5104030003,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[003] TEMESI","1. Perkotaan",0.2,"Lainnya",1,9,"Ada","Ada",1
"296",5104030007,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[007] ABIANBASE","1. Perkotaan",0.09,"Lainnya",3,4,"Ada","Ada",1
"297",5104030017,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[017] TEGAL TUGU","1. Perkotaan",0.07,"Lainnya",1,6,"Ada","Ada",1
"298",5104030015,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[015] PETAK KAJA","1. Perkotaan",0.51,"Pertanian Tanaman Pangan",3,5,"Ada","Ada",2
"299",5104030012,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[012] SIANGAN","1. Perkotaan",0.17,"Lainnya",6,12,"Ada","Ada",1
"300",5104030008,"[51] BALI","[04] GIANYAR","[030] GIANYAR","[008] GIANYAR","1. Perkotaan",0.01,"Lainnya",22,43,"Tidak ada","Ada",1
"301",5104050005,"[51] BALI","[04] GIANYAR","[050] UBUD","[005] PETULU","1. Perkotaan",0.1,"Lainnya",9,10,"Tidak ada","Ada",1
"302",5104050006,"[51] BALI","[04] GIANYAR","[050] UBUD","[006] UBUD","1. Perkotaan",0.07,"Lainnya",8,18,"Ada","Ada",1
"303",5104050002,"[51] BALI","[04] GIANYAR","[050] UBUD","[002] LODTUNDUH","1. Perkotaan",0.17,"Lainnya",4,16,"Ada","Ada",1
"304",5104050004,"[51] BALI","[04] GIANYAR","[050] UBUD","[004] PELIATAN","1. Perkotaan",0.1,"Lainnya",13,18,"Ada","Ada",1
"305",5104050003,"[51] BALI","[04] GIANYAR","[050] UBUD","[003] MAS","1. Perkotaan",0.1,"Lainnya",7,18,"Ada","Ada",1
"306",5104050001,"[51] BALI","[04] GIANYAR","[050] UBUD","[001] SINGAKERTA","1. Perkotaan",0.24,"Lainnya",6,16,"Ada","Ada",1
"307",5104050007,"[51] BALI","[04] GIANYAR","[050] UBUD","[007] SAYAN","1. Perkotaan",0.15,"Lainnya",3,15,"Ada","Ada",1
"308",5104050008,"[51] BALI","[04] GIANYAR","[050] UBUD","[008] KEDEWATAN","2. Perdesaan",0.16,"Lainnya",6,14,"Ada","Ada",1
"309",5104040003,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[003] PEJENG KELOD","1. Perkotaan",0.3,"Lainnya",5,4,"Tidak ada","Ada",1
"310",5104040007,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[007] TAMPAKSIRING","1. Perkotaan",0.75,"Lainnya",11,11,"Ada","Ada",1
"311",5104040006,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[006] SANDING","1. Perkotaan",0.8,"Lainnya",1,7,"Ada","Ada",2
"312",5104040001,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[001] PEJENG KAWAN","1. Perkotaan",0.21,"Lainnya",1,8,"Ada","Ada",1
"313",5104040002,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[002] PEJENG","1. Perkotaan",0.3,"Lainnya",4,13,"Ada","Ada",1
"314",5104040005,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[005] PEJENG KAJA","1. Perkotaan",0.65,"Lainnya",4,10,"Ada","Ada",1
"315",5104040004,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[004] PEJENG KANGIN","2. Perdesaan",0.7,"Lainnya",5,8,"Tidak ada","Ada",1
"316",5104040008,"[51] BALI","[04] GIANYAR","[040] TAMPAKSIRING","[008] MANUKAYA","1. Perkotaan",0.41,"Lainnya",10,17,"Ada","Ada",1
"317",5105030005,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[005] JUMPAI","1. Perkotaan",0.6,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"318",5105030016,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[016] SELAT","1. Perkotaan",0.38,"Pertanian Tanaman Pangan",8,0,"Tidak ada","Ada",2
"319",5105030014,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[014] AKAH","1. Perkotaan",0.21,"Lainnya",1,2,"Tidak ada","Ada",1
"320",5105030002,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[002] TOJAN","1. Perkotaan",0.21,"Lainnya",0,2,"Ada","Ada",1
